ts,seat_id,flight_id,can_error_count,actuator_current_a,scu_temp_c,vibration_index
2026-09-05T05:55:50Z,D-AXFB-1K,FD4018,1,2.478,38.04,1.01
2026-09-05T05:55:51Z,D-AXFB-1K,FD4018,1,2.297,37.76,0.943
2026-09-05T05:55:52Z,D-AXFB-1K,FD4018,0,2.296,37.66,0.98
2026-09-05T05:55:53Z,D-AXFB-1K,FD4018,1,2.39,36.49,0.99
2026-09-05T05:55:54Z,D-AXFB-1K,FD4018,1,2.466,37.81,1.019
2026-09-05T05:55:55Z,D-AXFB-1K,FD4018,2,2.514,37.49,0.955
2026-09-05T05:55:56Z,D-AXFB-1K,FD4018,0,2.386,37.68,0.922
2026-09-05T05:55:57Z,D-AXFB-1K,FD4018,0,2.491,38.79,0.976
2026-09-05T05:55:58Z,D-AXFB-1K,FD4018,0,2.403,37.52,1.042
2026-09-05T05:55:59Z,D-AXFB-1K,FD4018,0,2.453,37.98,0.925
2026-09-05T05:56:00Z,D-AXFB-1K,FD4018,0,2.493,37.69,0.966
2026-09-05T05:56:01Z,D-AXFB-1K,FD4018,1,2.361,37.62,0.928
2026-09-05T05:56:02Z,D-AXFB-1K,FD4018,2,2.399,37.92,1.058
2026-09-05T05:56:03Z,D-AXFB-1K,FD4018,0,2.416,38.2,0.962
2026-09-05T05:56:04Z,D-AXFB-1K,FD4018,1,2.429,37.45,0.996
2026-09-05T05:56:05Z,D-AXFB-1K,FD4018,2,2.384,38.33,1.029
2026-09-05T05:56:06Z,D-AXFB-1K,FD4018,1,2.288,37.88,0.994
2026-09-05T05:56:07Z,D-AXFB-1K,FD4018,0,2.401,38.54,0.983
2026-09-05T05:56:08Z,D-AXFB-1K,FD4018,1,2.301,38.97,0.983
2026-09-05T05:56:09Z,D-AXFB-1K,FD4018,0,2.333,38.39,1.029
2026-09-05T05:56:10Z,D-AXFB-1K,FD4018,1,2.28,37.9,1.009
2026-09-05T05:56:11Z,D-AXFB-1K,FD4018,2,2.383,38.65,1.002
2026-09-05T05:56:12Z,D-AXFB-1K,FD4018,1,2.496,37.55,0.959
2026-09-05T05:56:13Z,D-AXFB-1K,FD4018,1,2.413,38.68,0.989
2026-09-05T05:56:14Z,D-AXFB-1K,FD4018,0,2.446,37.87,0.987
2026-09-05T05:56:15Z,D-AXFB-1K,FD4018,1,2.345,38.41,0.988
2026-09-05T05:56:16Z,D-AXFB-1K,FD4018,1,2.394,38.0,1.021
2026-09-05T05:56:17Z,D-AXFB-1K,FD4018,0,2.584,37.7,1.065
2026-09-05T05:56:18Z,D-AXFB-1K,FD4018,0,2.547,37.52,0.998
2026-09-05T05:56:19Z,D-AXFB-1K,FD4018,0,2.499,38.23,1.061
2026-09-05T05:56:20Z,D-AXFB-1K,FD4018,42,2.338,38.15,1.0
2026-09-05T05:56:21Z,D-AXFB-1K,FD4018,1,2.404,38.06,1.08
2026-09-05T05:56:22Z,D-AXFB-1K,FD4018,57,2.403,37.83,0.957
2026-09-05T05:56:23Z,D-AXFB-1K,FD4018,0,2.32,38.38,0.966
2026-09-05T05:56:24Z,D-AXFB-1K,FD4018,0,2.42,38.13,0.969
2026-09-05T05:56:25Z,D-AXFB-1K,FD4018,1,2.394,37.76,0.94
2026-09-05T05:56:26Z,D-AXFB-1K,FD4018,0,2.482,38.96,0.976
2026-09-05T05:56:27Z,D-AXFB-1K,FD4018,0,2.291,37.94,0.963
2026-09-05T05:56:28Z,D-AXFB-1K,FD4018,0,2.418,37.93,1.023
2026-09-05T05:56:29Z,D-AXFB-1K,FD4018,1,2.394,37.88,0.988
2026-09-05T05:56:30Z,D-AXFB-1K,FD4018,3,2.47,38.32,0.998
2026-09-05T05:56:31Z,D-AXFB-1K,FD4018,1,2.472,37.9,1.027
2026-09-05T05:56:32Z,D-AXFB-1K,FD4018,1,2.261,38.4,1.042
2026-09-05T05:56:33Z,D-AXFB-1K,FD4018,0,2.337,38.19,0.982
2026-09-05T05:56:34Z,D-AXFB-1K,FD4018,1,2.448,37.79,0.982
2026-09-05T05:56:35Z,D-AXFB-1K,FD4018,30,2.368,38.15,0.962
2026-09-05T05:56:36Z,D-AXFB-1K,FD4018,0,2.349,38.37,0.961
2026-09-05T05:56:37Z,D-AXFB-1K,FD4018,1,2.252,38.2,1.033
2026-09-05T05:56:38Z,D-AXFB-1K,FD4018,0,2.59,37.53,1.006
2026-09-05T05:56:39Z,D-AXFB-1K,FD4018,1,2.488,37.71,1.046
2026-09-05T05:56:40Z,D-AXFB-1K,FD4018,1,2.429,38.21,1.013
2026-09-05T05:56:41Z,D-AXFB-1K,FD4018,1,2.382,38.36,1.033
2026-09-05T05:56:42Z,D-AXFB-1K,FD4018,0,2.485,38.03,1.053
2026-09-05T05:56:43Z,D-AXFB-1K,FD4018,1,2.447,39.0,1.034
2026-09-05T05:56:44Z,D-AXFB-1K,FD4018,0,2.413,38.22,0.985
2026-09-05T05:56:45Z,D-AXFB-1K,FD4018,1,2.451,38.3,0.999
2026-09-05T05:56:46Z,D-AXFB-1K,FD4018,0,2.39,38.82,0.986
2026-09-05T05:56:47Z,D-AXFB-1K,FD4018,1,2.319,37.6,0.961
2026-09-05T05:56:48Z,D-AXFB-1K,FD4018,0,2.452,38.31,1.021
2026-09-05T05:56:49Z,D-AXFB-1K,FD4018,1,2.374,38.58,1.039
2026-09-05T05:56:50Z,D-AXFB-1K,FD4018,0,2.423,38.13,0.995
2026-09-05T05:56:51Z,D-AXFB-1K,FD4018,1,2.624,37.81,0.99
2026-09-05T05:56:52Z,D-AXFB-1K,FD4018,1,2.295,37.85,0.953
2026-09-05T05:56:53Z,D-AXFB-1K,FD4018,1,2.3,37.43,1.001
2026-09-05T05:56:54Z,D-AXFB-1K,FD4018,0,2.369,38.41,1.001
2026-09-05T05:56:55Z,D-AXFB-1K,FD4018,1,2.499,38.11,1.006
2026-09-05T05:56:56Z,D-AXFB-1K,FD4018,1,2.345,37.84,0.968
2026-09-05T05:56:57Z,D-AXFB-1K,FD4018,1,2.302,37.39,0.969
2026-09-05T05:56:58Z,D-AXFB-1K,FD4018,2,2.524,39.0,0.999
2026-09-05T05:56:59Z,D-AXFB-1K,FD4018,1,2.439,38.75,0.993
2026-09-05T05:57:00Z,D-AXFB-1K,FD4018,0,2.419,33.97,0.397
2026-09-05T05:57:01Z,D-AXFB-1K,FD4018,0,2.481,34.74,0.339
2026-09-05T05:57:02Z,D-AXFB-1K,FD4018,0,2.373,34.18,0.39
2026-09-05T05:57:03Z,D-AXFB-1K,FD4018,0,2.308,34.2,0.293
2026-09-05T05:57:04Z,D-AXFB-1K,FD4018,1,2.543,35.43,0.341
2026-09-05T05:57:05Z,D-AXFB-1K,FD4018,0,2.596,33.99,0.361
2026-09-05T05:57:06Z,D-AXFB-1K,FD4018,1,2.523,34.42,0.311
2026-09-05T05:57:07Z,D-AXFB-1K,FD4018,0,2.424,34.89,0.373
2026-09-05T05:57:08Z,D-AXFB-1K,FD4018,1,2.388,33.24,0.339
2026-09-05T05:57:09Z,D-AXFB-1K,FD4018,0,2.382,34.71,0.364
2026-09-05T05:57:10Z,D-AXFB-1K,FD4018,1,2.447,35.25,0.363
2026-09-05T05:57:11Z,D-AXFB-1K,FD4018,1,2.558,33.89,0.371
2026-09-05T05:57:12Z,D-AXFB-1K,FD4018,1,2.488,34.21,0.397
2026-09-05T05:57:13Z,D-AXFB-1K,FD4018,0,2.572,34.0,0.322
2026-09-05T05:57:14Z,D-AXFB-1K,FD4018,0,2.285,34.53,0.338
2026-09-05T05:57:15Z,D-AXFB-1K,FD4018,0,2.308,34.55,0.311
2026-09-05T05:57:16Z,D-AXFB-1K,FD4018,1,2.325,33.74,0.323
2026-09-05T05:57:17Z,D-AXFB-1K,FD4018,1,2.408,34.85,0.328
2026-09-05T05:57:18Z,D-AXFB-1K,FD4018,0,2.479,34.09,0.3
2026-09-05T05:57:19Z,D-AXFB-1K,FD4018,0,2.282,34.31,0.35
2026-09-05T05:57:20Z,D-AXFB-1K,FD4018,0,2.456,34.32,0.38
2026-09-05T05:57:21Z,D-AXFB-1K,FD4018,0,2.264,35.4,0.365
2026-09-05T05:57:22Z,D-AXFB-1K,FD4018,1,2.42,35.06,0.411
2026-09-05T05:57:23Z,D-AXFB-1K,FD4018,1,2.418,35.0,0.379
2026-09-05T05:57:24Z,D-AXFB-1K,FD4018,1,2.434,34.4,0.35
2026-09-05T05:57:25Z,D-AXFB-1K,FD4018,1,2.466,34.51,0.322
2026-09-05T05:57:26Z,D-AXFB-1K,FD4018,0,2.387,34.62,0.33
2026-09-05T05:57:27Z,D-AXFB-1K,FD4018,1,2.316,35.13,0.428
2026-09-05T05:57:28Z,D-AXFB-1K,FD4018,0,2.435,34.43,0.339
2026-09-05T05:57:29Z,D-AXFB-1K,FD4018,0,2.265,34.43,0.406
2026-09-05T05:57:30Z,D-AXFB-1K,FD4018,0,2.424,35.01,0.364
2026-09-05T05:57:31Z,D-AXFB-1K,FD4018,1,2.38,34.13,0.289
2026-09-05T05:57:32Z,D-AXFB-1K,FD4018,0,2.452,34.63,0.335
2026-09-05T05:57:33Z,D-AXFB-1K,FD4018,0,2.307,35.54,0.291
2026-09-05T05:57:34Z,D-AXFB-1K,FD4018,0,2.365,34.73,0.397
2026-09-05T05:57:35Z,D-AXFB-1K,FD4018,0,2.363,34.12,0.424
2026-09-05T05:57:36Z,D-AXFB-1K,FD4018,0,2.289,34.43,0.386
2026-09-05T05:57:37Z,D-AXFB-1K,FD4018,0,2.428,34.33,0.363
2026-09-05T05:57:38Z,D-AXFB-1K,FD4018,0,2.514,35.41,0.386
2026-09-05T05:57:39Z,D-AXFB-1K,FD4018,0,2.498,34.32,0.383
2026-09-05T05:57:40Z,D-AXFB-1K,FD4018,0,2.382,34.0,0.333
2026-09-05T05:57:41Z,D-AXFB-1K,FD4018,0,2.471,34.84,0.33
2026-09-05T05:57:42Z,D-AXFB-1K,FD4018,1,2.351,34.4,0.376
2026-09-05T05:57:43Z,D-AXFB-1K,FD4018,0,2.376,35.11,0.339
2026-09-05T05:57:44Z,D-AXFB-1K,FD4018,0,2.357,34.39,0.33
2026-09-05T05:57:45Z,D-AXFB-1K,FD4018,0,2.352,35.07,0.325
2026-09-05T05:57:46Z,D-AXFB-1K,FD4018,0,2.392,34.23,0.395
2026-09-05T05:57:47Z,D-AXFB-1K,FD4018,0,2.436,34.85,0.372
2026-09-05T05:57:48Z,D-AXFB-1K,FD4018,0,2.423,34.91,0.348
2026-09-05T05:57:49Z,D-AXFB-1K,FD4018,1,2.274,35.4,0.338
2026-09-05T05:57:50Z,D-AXFB-1K,FD4018,1,2.553,33.91,0.334
2026-09-05T05:57:51Z,D-AXFB-1K,FD4018,0,2.414,35.16,0.321
2026-09-05T05:57:52Z,D-AXFB-1K,FD4018,0,2.41,34.84,0.319
2026-09-05T05:57:53Z,D-AXFB-1K,FD4018,0,2.328,34.73,0.368
2026-09-05T05:57:54Z,D-AXFB-1K,FD4018,1,2.229,34.57,0.413
2026-09-05T05:57:55Z,D-AXFB-1K,FD4018,0,2.312,34.83,0.378
2026-09-05T05:57:56Z,D-AXFB-1K,FD4018,0,2.415,34.53,0.319
2026-09-05T05:57:57Z,D-AXFB-1K,FD4018,0,2.478,34.71,0.325
2026-09-05T05:57:58Z,D-AXFB-1K,FD4018,0,2.573,34.74,0.34
2026-09-05T05:57:59Z,D-AXFB-1K,FD4018,0,2.485,34.86,0.391
2026-09-05T05:58:00Z,D-AXFB-1K,FD4018,0,2.503,35.03,0.327
2026-09-05T05:58:01Z,D-AXFB-1K,FD4018,0,2.586,34.8,0.324
2026-09-05T05:58:02Z,D-AXFB-1K,FD4018,1,2.361,35.14,0.304
2026-09-05T05:58:03Z,D-AXFB-1K,FD4018,0,2.548,35.83,0.302
2026-09-05T05:58:04Z,D-AXFB-1K,FD4018,0,2.482,34.73,0.383
2026-09-05T05:58:05Z,D-AXFB-1K,FD4018,0,2.296,34.43,0.344
2026-09-05T05:58:06Z,D-AXFB-1K,FD4018,0,2.426,35.28,0.352
2026-09-05T05:58:07Z,D-AXFB-1K,FD4018,0,2.466,34.62,0.353
2026-09-05T05:58:08Z,D-AXFB-1K,FD4018,0,2.369,35.32,0.322
2026-09-05T05:58:09Z,D-AXFB-1K,FD4018,0,2.474,33.58,0.323
2026-09-05T05:58:10Z,D-AXFB-1K,FD4018,1,2.436,35.1,0.384
2026-09-05T05:58:11Z,D-AXFB-1K,FD4018,0,2.246,35.5,0.31
2026-09-05T05:58:12Z,D-AXFB-1K,FD4018,0,2.398,35.06,0.331
2026-09-05T05:58:13Z,D-AXFB-1K,FD4018,1,2.441,35.24,0.359
2026-09-05T05:58:14Z,D-AXFB-1K,FD4018,0,2.439,34.26,0.36
2026-09-05T05:58:15Z,D-AXFB-1K,FD4018,0,2.373,35.21,0.381
2026-09-05T05:58:16Z,D-AXFB-1K,FD4018,0,2.43,35.13,0.399
2026-09-05T05:58:17Z,D-AXFB-1K,FD4018,0,2.534,34.39,0.259
2026-09-05T05:58:18Z,D-AXFB-1K,FD4018,0,2.333,34.73,0.413
2026-09-05T05:58:19Z,D-AXFB-1K,FD4018,0,2.419,33.88,0.339
2026-09-05T05:58:20Z,D-AXFB-1K,FD4018,0,2.27,34.39,0.339
2026-09-05T05:58:21Z,D-AXFB-1K,FD4018,0,2.311,34.27,0.35
2026-09-05T05:58:22Z,D-AXFB-1K,FD4018,0,2.376,34.89,0.386
2026-09-05T05:58:23Z,D-AXFB-1K,FD4018,1,2.389,34.73,0.39
2026-09-05T05:58:24Z,D-AXFB-1K,FD4018,1,2.536,34.78,0.381
2026-09-05T05:58:25Z,D-AXFB-1K,FD4018,1,2.367,34.84,0.359
2026-09-05T05:58:26Z,D-AXFB-1K,FD4018,0,2.347,34.53,0.345
2026-09-05T05:58:27Z,D-AXFB-1K,FD4018,1,2.382,34.97,0.391
2026-09-05T05:58:28Z,D-AXFB-1K,FD4018,0,2.268,35.13,0.363
2026-09-05T05:58:29Z,D-AXFB-1K,FD4018,0,2.336,34.48,0.232
2026-09-05T05:58:30Z,D-AXFB-1K,FD4018,1,2.416,35.4,0.353
2026-09-05T05:58:31Z,D-AXFB-1K,FD4018,0,2.483,35.01,0.358
2026-09-05T05:58:32Z,D-AXFB-1K,FD4018,0,2.284,34.41,0.289
2026-09-05T05:58:33Z,D-AXFB-1K,FD4018,0,2.27,34.38,0.397
2026-09-05T05:58:34Z,D-AXFB-1K,FD4018,2,2.337,34.88,0.398
2026-09-05T05:58:35Z,D-AXFB-1K,FD4018,0,2.404,34.5,0.393
2026-09-05T05:58:36Z,D-AXFB-1K,FD4018,0,2.403,35.38,0.287
2026-09-05T05:58:37Z,D-AXFB-1K,FD4018,0,2.195,34.49,0.352
2026-09-05T05:58:38Z,D-AXFB-1K,FD4018,1,2.342,34.33,0.306
2026-09-05T05:58:39Z,D-AXFB-1K,FD4018,1,2.483,35.68,0.357
2026-09-05T05:58:40Z,D-AXFB-1K,FD4018,0,2.416,35.14,0.388
2026-09-05T05:58:41Z,D-AXFB-1K,FD4018,0,2.475,34.81,0.383
2026-09-05T05:58:42Z,D-AXFB-1K,FD4018,1,2.284,34.49,0.314
2026-09-05T05:58:43Z,D-AXFB-1K,FD4018,0,2.353,35.19,0.379
2026-09-05T05:58:44Z,D-AXFB-1K,FD4018,1,2.332,34.89,0.354
2026-09-05T05:58:45Z,D-AXFB-1K,FD4018,0,2.279,34.61,0.389
2026-09-05T05:58:46Z,D-AXFB-1K,FD4018,0,2.49,35.4,0.294
2026-09-05T05:58:47Z,D-AXFB-1K,FD4018,0,2.225,34.85,0.338
2026-09-05T05:58:48Z,D-AXFB-1K,FD4018,0,2.448,35.44,0.308
2026-09-05T05:58:49Z,D-AXFB-1K,FD4018,0,2.377,34.51,0.369
2026-09-05T05:58:50Z,D-AXFB-1K,FD4018,0,2.244,35.1,0.284
2026-09-05T05:58:51Z,D-AXFB-1K,FD4018,1,2.308,34.4,0.428
2026-09-05T05:58:52Z,D-AXFB-1K,FD4018,0,2.44,34.36,0.301
2026-09-05T05:58:53Z,D-AXFB-1K,FD4018,1,2.463,35.13,0.324
2026-09-05T05:58:54Z,D-AXFB-1K,FD4018,0,2.375,36.47,0.348
2026-09-05T05:58:55Z,D-AXFB-1K,FD4018,0,2.397,35.2,0.346
2026-09-05T05:58:56Z,D-AXFB-1K,FD4018,2,2.327,35.16,0.429
2026-09-05T05:58:57Z,D-AXFB-1K,FD4018,0,2.565,34.79,0.297
2026-09-05T05:58:58Z,D-AXFB-1K,FD4018,0,2.322,34.97,0.318
2026-09-05T05:58:59Z,D-AXFB-1K,FD4018,0,2.472,33.99,0.322
2026-09-05T05:59:00Z,D-AXFB-1K,FD4018,1,2.401,35.96,0.304
2026-09-05T05:59:01Z,D-AXFB-1K,FD4018,0,2.344,34.51,0.375
2026-09-05T05:59:02Z,D-AXFB-1K,FD4018,0,2.56,34.45,0.333
2026-09-05T05:59:03Z,D-AXFB-1K,FD4018,1,2.52,34.71,0.314
2026-09-05T05:59:04Z,D-AXFB-1K,FD4018,0,2.414,34.63,0.449
2026-09-05T05:59:05Z,D-AXFB-1K,FD4018,0,2.446,34.51,0.301
2026-09-05T05:59:06Z,D-AXFB-1K,FD4018,0,2.418,34.48,0.284
2026-09-05T05:59:07Z,D-AXFB-1K,FD4018,0,2.32,34.59,0.398
2026-09-05T05:59:08Z,D-AXFB-1K,FD4018,0,2.206,33.79,0.391
2026-09-05T05:59:09Z,D-AXFB-1K,FD4018,0,2.416,35.05,0.319
2026-09-05T05:59:10Z,D-AXFB-1K,FD4018,1,2.307,34.15,0.342
2026-09-05T05:59:11Z,D-AXFB-1K,FD4018,1,2.464,35.99,0.321
2026-09-05T05:59:12Z,D-AXFB-1K,FD4018,0,2.372,34.44,0.392
2026-09-05T05:59:13Z,D-AXFB-1K,FD4018,0,2.321,34.29,0.3
2026-09-05T05:59:14Z,D-AXFB-1K,FD4018,0,2.456,34.41,0.377
2026-09-05T05:59:15Z,D-AXFB-1K,FD4018,0,2.502,34.59,0.422
2026-09-05T05:59:16Z,D-AXFB-1K,FD4018,1,2.425,35.39,0.296
2026-09-05T05:59:17Z,D-AXFB-1K,FD4018,0,2.51,34.33,0.381
2026-09-05T05:59:18Z,D-AXFB-1K,FD4018,1,2.463,35.58,0.395
2026-09-05T05:59:19Z,D-AXFB-1K,FD4018,0,2.47,34.28,0.385
2026-09-05T05:59:20Z,D-AXFB-1K,FD4018,0,2.456,34.81,0.311
2026-09-05T05:59:21Z,D-AXFB-1K,FD4018,0,2.469,34.97,0.285
2026-09-05T05:59:22Z,D-AXFB-1K,FD4018,0,2.512,34.23,0.33
2026-09-05T05:59:23Z,D-AXFB-1K,FD4018,2,2.482,35.02,0.267
2026-09-05T05:59:24Z,D-AXFB-1K,FD4018,0,2.365,34.21,0.352
2026-09-05T05:59:25Z,D-AXFB-1K,FD4018,0,2.371,34.73,0.36
2026-09-05T05:59:26Z,D-AXFB-1K,FD4018,0,2.29,34.88,0.329
2026-09-05T05:59:27Z,D-AXFB-1K,FD4018,0,2.293,35.05,0.282
2026-09-05T05:59:28Z,D-AXFB-1K,FD4018,0,2.367,34.51,0.402
2026-09-05T05:59:29Z,D-AXFB-1K,FD4018,0,2.432,34.99,0.371
2026-09-05T05:59:30Z,D-AXFB-1K,FD4018,0,2.417,34.74,0.322
2026-09-05T05:59:31Z,D-AXFB-1K,FD4018,0,2.295,34.63,0.33
2026-09-05T05:59:32Z,D-AXFB-1K,FD4018,1,2.476,34.64,0.319
2026-09-05T05:59:33Z,D-AXFB-1K,FD4018,0,2.256,35.05,0.407
2026-09-05T05:59:34Z,D-AXFB-1K,FD4018,1,2.442,34.37,0.384
2026-09-05T05:59:35Z,D-AXFB-1K,FD4018,0,2.387,34.93,0.356
2026-09-05T05:59:36Z,D-AXFB-1K,FD4018,0,2.245,35.05,0.31
2026-09-05T05:59:37Z,D-AXFB-1K,FD4018,0,2.384,35.02,0.388
2026-09-05T05:59:38Z,D-AXFB-1K,FD4018,0,2.433,34.65,0.368
2026-09-05T05:59:39Z,D-AXFB-1K,FD4018,1,2.447,34.15,0.373
2026-09-05T05:59:40Z,D-AXFB-1K,FD4018,1,2.434,34.59,0.367
2026-09-05T05:59:41Z,D-AXFB-1K,FD4018,1,2.535,34.82,0.334
2026-09-05T05:59:42Z,D-AXFB-1K,FD4018,0,2.451,34.47,0.265
2026-09-05T05:59:43Z,D-AXFB-1K,FD4018,1,2.55,35.33,0.311
2026-09-05T05:59:44Z,D-AXFB-1K,FD4018,1,2.452,35.28,0.334
2026-09-05T05:59:45Z,D-AXFB-1K,FD4018,0,2.422,35.06,0.355
2026-09-05T05:59:46Z,D-AXFB-1K,FD4018,1,2.43,35.42,0.338
2026-09-05T05:59:47Z,D-AXFB-1K,FD4018,0,2.266,34.32,0.426
2026-09-05T05:59:48Z,D-AXFB-1K,FD4018,0,2.454,33.7,0.341
2026-09-05T05:59:49Z,D-AXFB-1K,FD4018,0,2.48,35.05,0.398
2026-09-05T05:59:50Z,D-AXFB-1K,FD4018,0,2.537,35.21,0.342
2026-09-05T05:59:51Z,D-AXFB-1K,FD4018,0,2.356,34.4,0.371
2026-09-05T05:59:52Z,D-AXFB-1K,FD4018,0,2.309,34.25,0.337
2026-09-05T05:59:53Z,D-AXFB-1K,FD4018,0,2.463,35.15,0.391
2026-09-05T05:59:54Z,D-AXFB-1K,FD4018,0,2.308,35.36,0.312
2026-09-05T05:59:55Z,D-AXFB-1K,FD4018,1,2.67,34.75,0.35
2026-09-05T05:59:56Z,D-AXFB-1K,FD4018,0,2.348,34.93,0.424
2026-09-05T05:59:57Z,D-AXFB-1K,FD4018,1,2.407,33.32,0.437
2026-09-05T05:59:58Z,D-AXFB-1K,FD4018,0,2.27,34.31,0.362
2026-09-05T05:59:59Z,D-AXFB-1K,FD4018,0,2.575,34.71,0.361
2026-09-05T06:00:00Z,D-AXFB-1K,FD4018,0,2.358,34.38,0.38
2026-09-05T06:00:01Z,D-AXFB-1K,FD4018,1,2.375,34.16,0.231
2026-09-05T06:00:02Z,D-AXFB-1K,FD4018,0,2.388,34.58,0.354
2026-09-05T06:00:03Z,D-AXFB-1K,FD4018,0,2.326,34.86,0.383
2026-09-05T06:00:04Z,D-AXFB-1K,FD4018,0,2.35,34.75,0.366
2026-09-05T06:00:05Z,D-AXFB-1K,FD4018,0,2.534,34.33,0.344
2026-09-05T06:00:06Z,D-AXFB-1K,FD4018,0,2.352,35.04,0.31
2026-09-05T06:00:07Z,D-AXFB-1K,FD4018,0,2.405,35.51,0.346
2026-09-05T06:00:08Z,D-AXFB-1K,FD4018,0,2.421,34.06,0.398
2026-09-05T06:00:09Z,D-AXFB-1K,FD4018,1,2.454,34.88,0.344
2026-09-05T06:00:10Z,D-AXFB-1K,FD4018,0,2.544,34.25,0.3
2026-09-05T06:00:11Z,D-AXFB-1K,FD4018,0,2.404,34.94,0.261
2026-09-05T06:00:12Z,D-AXFB-1K,FD4018,0,2.617,35.19,0.332
2026-09-05T06:00:13Z,D-AXFB-1K,FD4018,0,2.379,35.37,0.305
2026-09-05T06:00:14Z,D-AXFB-1K,FD4018,0,2.356,34.74,0.429
2026-09-05T06:00:15Z,D-AXFB-1K,FD4018,0,2.372,34.98,0.382
